leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
13,18,0.71,7,mid,14,E,0,0
4,11,0.72,4,senior,12,E,18,1
6,11,0.45,7,mid,15,D,53,0
6,26,0.33,7,manager,2,C,58,0
14,11,0.92,4,senior,12,A,5,0
10,21,0.91,1,manager,11,A,26,1
5,16,0.42,9,manager,16,D,23,0
9,29,0.55,4,manager,19,B,46,0
13,18,0.48,4,junior,27,A,1,1
12,5,0.4,8,senior,26,D,19,0
12,13,0.52,7,junior,5,B,39,0
10,2,0.53,0,junior,9,C,19,0
4,15,0.39,10,manager,28,A,1,1
14,22,0.7,2,junior,8,A,27,1
2,6,0.55,10,senior,19,A,50,1
7,14,0.49,4,senior,21,D,39,1
1,11,0.39,8,junior,4,C,17,0
8,13,0.43,1,mid,3,E,40,1
3,13,0.86,10,senior,6,C,26,0
13,16,0.32,5,junior,21,B,28,1
15,21,0.8,7,senior,5,D,46,1
11,29,0.55,3,lead,16,C,1,1
5,14,0.7,1,junior,21,C,57,1
15,2,0.62,5,junior,5,E,32,0
1,13,0.58,4,senior,24,B,60,0
11,6,0.6,5,manager,19,A,38,0
4,28,0.95,2,junior,24,A,59,1
7,16,0.38,4,mid,24,C,10,1
6,15,0.58,8,mid,15,E,45,0
4,18,0.7,9,manager,7,D,44,1
9,10,0.73,9,senior,1,D,31,0
12,8,0.59,1,mid,1,C,19,0
13,10,0.59,6,senior,6,B,48,0
3,28,0.65,10,manager,7,D,35,0
5,28,0.35,2,senior,18,A,5,1
5,26,0.7,6,junior,16,C,46,1
9,29,0.51,9,senior,15,B,36,0
3,26,0.37,6,manager,12,A,40,1
9,11,0.74,4,manager,28,B,45,1
11,22,0.6,3,manager,22,D,2,0
15,23,0.78,1,manager,4,A,27,1
1,5,0.56,0,senior,26,A,8,1
11,17,0.53,7,senior,26,B,58,0
9,3,0.83,9,manager,17,D,2,0
3,3,0.73,6,lead,10,E,7,1
4,23,0.37,5,junior,7,B,47,0
5,26,0.74,8,senior,27,D,39,0
8,2,0.57,4,senior,16,E,23,0
2,18,0.52,2,junior,9,C,47,1
14,2,0.73,6,lead,27,B,50,1
13,10,0.52,1,manager,22,D,37,0
2,0,0.59,2,senior,9,D,55,0
11,13,0.82,10,junior,17,C,34,0
11,27,0.77,7,manager,9,A,1,1
9,5,0.56,3,manager,6,E,7,0
8,1,0.42,6,junior,11,C,6,0
5,25,0.46,4,mid,12,D,43,1
3,21,0.39,3,junior,28,E,11,1
7,0,0.76,3,mid,1,E,60,1
6,30,0.85,9,lead,25,D,20,0
13,5,0.62,5,junior,10,C,12,0
9,21,0.39,8,lead,18,B,21,0
9,29,0.5,9,senior,25,B,40,0
3,26,0.93,10,lead,16,E,3,0
7,16,0.9,4,mid,23,E,60,1
1,19,0.48,10,manager,19,E,3,0
9,12,0.57,8,junior,8,A,2,1
9,3,0.57,5,junior,12,C,16,0
4,20,0.75,4,mid,19,A,20,1
1,22,0.6,4,senior,9,C,36,1
10,14,0.41,3,lead,5,A,33,1
14,23,0.67,10,mid,8,E,28,0
1,14,0.75,8,manager,17,C,36,0
4,11,0.84,6,mid,21,B,20,1
8,15,0.72,6,mid,30,C,34,1
2,13,0.38,0,lead,11,E,25,1
11,4,0.93,7,junior,26,A,40,0
3,18,0.54,6,manager,9,E,29,1
6,6,0.33,1,junior,2,B,11,0
8,11,0.92,7,manager,6,C,11,0
2,7,0.67,8,senior,10,B,2,0
9,5,0.51,9,mid,12,D,24,0
7,26,0.51,3,mid,10,D,56,0
2,10,0.31,4,mid,24,D,7,1
12,2,0.9,6,manager,14,B,28,0
8,20,0.4,1,mid,12,A,30,1
8,29,0.47,2,senior,5,C,23,1
3,30,0.64,1,senior,21,E,50,1
5,27,0.39,9,senior,27,D,31,0
8,13,0.48,0,senior,6,D,19,0
12,16,0.63,4,senior,1,D,13,1
4,25,0.43,5,lead,6,C,24,0
3,20,0.71,1,manager,22,D,12,1
10,26,0.77,7,senior,15,E,0,0
15,12,0.35,1,mid,19,E,55,0
12,5,0.71,8,mid,10,D,52,1
2,2,0.8,5,mid,19,E,17,1
6,18,0.46,2,mid,29,B,5,0
14,27,0.73,0,junior,28,A,18,1
13,5,0.94,8,lead,25,C,10,0
1,28,0.81,5,lead,17,B,24,1
6,29,0.47,6,junior,12,A,18,1
14,29,0.86,2,junior,22,E,10,1
10,16,0.57,10,lead,25,C,33,0
15,6,0.68,2,junior,8,D,57,1
12,22,0.95,10,lead,13,B,37,0
7,24,0.37,9,manager,20,D,37,0
7,20,0.69,9,junior,5,B,33,0
11,14,0.72,5,mid,19,B,39,1
9,10,0.65,5,senior,23,D,43,1
8,30,0.44,9,manager,4,D,29,0
1,0,0.81,5,junior,2,E,29,0
12,16,0.6,8,junior,19,E,0,0
3,20,0.39,2,lead,17,A,17,1
5,14,0.55,5,junior,17,A,33,1
7,5,0.73,5,junior,1,B,46,1
15,5,0.36,10,manager,13,C,56,0
4,21,0.49,5,lead,27,A,51,1
8,2,0.48,2,junior,27,A,3,0
3,23,0.51,6,junior,7,A,1,1
6,26,0.79,9,junior,28,D,27,0
5,8,0.8,3,manager,13,B,49,1
14,21,0.48,2,junior,15,B,21,1
15,11,0.67,0,mid,8,D,9,0
5,4,0.65,5,mid,2,D,14,0
9,10,0.74,0,junior,23,D,48,1
15,26,0.53,4,manager,5,D,4,1
10,25,0.51,7,junior,29,E,45,0
10,5,0.88,9,manager,23,B,2,0
5,25,0.65,10,manager,12,D,59,1
14,17,0.51,0,mid,11,C,31,1
1,0,0.33,10,mid,4,D,10,0
6,25,0.47,0,junior,29,B,48,0
14,22,0.53,8,senior,9,C,28,0
6,19,0.79,8,mid,11,B,51,1
13,15,0.74,1,senior,24,C,25,1
8,15,0.48,1,manager,22,C,23,1
1,2,0.33,9,senior,23,E,43,0
1,23,0.37,6,senior,6,C,37,0
13,18,0.95,3,senior,4,C,22,1
10,1,0.62,8,lead,30,B,36,0
4,13,0.75,9,lead,8,C,33,0
12,9,0.52,5,senior,16,E,47,0
9,22,0.88,10,lead,2,D,17,0
14,18,0.87,0,junior,19,E,40,1
4,29,0.88,5,mid,9,C,40,1
7,26,0.31,1,senior,14,D,5,0
3,10,0.82,10,manager,17,C,38,0
9,4,0.73,9,manager,17,E,46,1
7,12,0.52,6,senior,28,B,9,1
13,0,0.92,7,junior,25,D,22,0
14,23,0.5,6,lead,28,D,54,1
11,27,0.69,7,manager,3,E,25,0
2,0,0.49,10,senior,1,B,30,0
9,16,0.65,9,senior,17,B,4,0
1,29,0.63,1,mid,30,D,3,0
1,27,0.73,0,lead,27,D,5,1
11,18,0.35,9,senior,13,C,28,0
3,9,0.68,4,junior,27,D,28,1
15,12,0.34,10,senior,25,A,25,0
1,22,0.57,7,manager,8,C,58,0
15,6,0.63,4,mid,23,A,9,0
12,17,0.52,7,lead,15,B,10,0
6,15,0.33,7,mid,4,E,10,0
6,0,0.89,4,mid,2,D,44,1
10,27,0.86,0,manager,13,D,46,1
15,12,0.69,9,junior,7,A,10,0
11,3,0.57,9,mid,8,B,51,0
9,5,0.55,0,junior,29,A,5,0
10,21,0.7,5,manager,27,A,19,1
10,19,0.42,6,mid,14,E,3,0
3,19,0.41,0,mid,3,E,50,0
15,15,0.35,0,senior,5,C,19,1
5,4,0.54,1,mid,18,E,49,0
1,8,0.79,2,manager,11,B,45,1
12,15,0.56,7,manager,17,E,55,0
7,30,0.88,3,junior,18,B,18,1
11,8,0.41,8,mid,13,C,56,0
3,15,0.93,0,junior,30,E,50,1
1,7,0.31,1,manager,19,B,4,0
1,14,0.71,0,junior,4,C,29,1
8,16,0.84,3,manager,2,B,33,1
15,12,0.58,4,lead,23,C,4,0
3,22,0.73,5,mid,17,E,42,1
13,10,0.33,2,lead,5,B,28,0
4,5,0.86,8,junior,13,E,43,1
7,12,0.72,5,mid,20,B,36,1
13,1,0.4,7,junior,30,A,23,0
12,20,0.42,6,mid,27,B,36,0
8,24,0.76,8,senior,28,B,49,1
8,11,0.72,0,manager,22,B,57,1
7,20,0.52,1,mid,19,C,5,1
13,22,0.39,9,lead,21,C,19,0
8,21,0.91,0,junior,13,D,56,1
4,0,0.43,9,manager,18,B,10,0
7,10,0.82,6,mid,24,D,39,1
9,16,0.39,7,manager,17,B,28,0
13,17,0.8,3,mid,27,C,44,1
14,4,0.56,1,senior,1,E,50,0
2,27,0.87,10,senior,14,B,35,0
1,1,0.39,5,junior,5,C,42,0
6,20,0.8,0,junior,2,B,38,1
5,28,0.7,10,senior,22,D,57,1
2,8,0.72,5,mid,26,E,8,1
8,27,0.43,4,senior,4,C,8,0
12,21,0.31,10,manager,22,C,21,0
12,15,0.44,4,junior,30,D,4,0
9,11,0.68,6,lead,12,B,14,0
11,15,0.64,2,mid,11,B,31,1
7,11,0.48,3,junior,6,B,40,1
11,5,0.4,2,mid,9,D,40,0
14,16,0.85,9,lead,8,A,37,1
3,22,0.75,7,mid,19,C,10,0
6,13,0.57,6,senior,12,B,48,0
2,12,0.39,10,senior,12,D,44,0
6,20,0.43,5,mid,25,A,47,1
4,20,0.89,5,junior,5,B,41,1
9,18,0.3,5,manager,30,B,59,0
9,27,0.73,0,junior,1,C,39,1
11,19,0.83,7,senior,10,B,33,0
1,15,0.82,0,junior,20,B,43,1
1,26,0.57,2,senior,20,A,19,1
3,23,0.85,0,senior,9,C,48,1
11,2,0.3,10,mid,12,A,3,0
1,29,0.44,8,manager,21,C,1,0
2,17,0.56,8,junior,17,D,16,0
4,18,0.83,4,lead,6,C,4,1
15,6,0.43,9,mid,21,A,15,0
4,25,0.58,7,lead,16,E,35,0
1,21,0.32,4,manager,26,B,23,1
4,16,0.84,0,lead,10,C,57,1
15,19,0.34,4,manager,9,D,48,0
2,8,0.95,3,junior,26,B,41,1
1,22,0.59,3,mid,15,B,22,1
12,10,0.8,0,mid,23,D,54,1
2,22,0.7,0,manager,20,D,24,0
4,18,0.36,7,lead,2,A,57,1
7,2,0.56,1,senior,25,D,2,0
10,7,0.39,1,mid,30,B,30,0
12,30,0.46,7,junior,13,E,43,0
13,16,0.37,6,mid,25,A,6,1
1,1,0.72,4,mid,30,E,32,1
8,6,0.61,7,mid,22,E,5,0
9,20,0.67,8,lead,30,A,19,1
12,25,0.57,5,senior,1,D,41,0
13,27,0.78,9,manager,25,D,9,0
2,23,0.4,2,mid,7,A,40,1
9,2,0.58,6,senior,7,C,6,0
15,4,0.65,1,mid,23,D,15,0
15,7,0.85,6,junior,24,A,50,1
10,13,0.45,1,lead,13,D,27,1
9,16,0.38,7,manager,24,A,44,1
6,0,0.78,5,mid,30,B,53,1
13,19,0.55,5,manager,27,E,59,1
4,17,0.77,7,junior,4,A,19,1
14,1,0.55,7,junior,20,C,33,0
1,5,0.71,2,mid,14,C,20,1
3,14,0.54,1,mid,20,C,44,0
7,1,0.7,5,manager,8,C,37,0
11,18,0.78,8,manager,3,C,0,0
12,4,0.62,4,senior,26,A,55,1
6,20,0.77,10,junior,11,D,34,0
14,7,0.81,8,mid,16,A,47,1
10,30,0.67,3,mid,19,B,41,1
1,8,0.56,2,senior,11,C,54,0
14,21,0.85,9,mid,4,E,40,0
1,22,0.38,10,senior,6,A,58,1
13,6,0.49,0,manager,20,E,4,0
6,0,0.43,1,senior,23,E,12,0
11,13,0.32,6,manager,26,C,1,0
5,13,0.63,1,senior,13,C,34,1
4,3,0.78,1,lead,18,A,38,0
3,0,0.48,2,junior,15,D,30,0
4,23,0.9,0,manager,9,B,5,1
2,20,0.71,1,mid,4,C,45,1
8,21,0.77,1,senior,18,B,51,1
4,4,0.44,10,mid,27,D,17,0
8,19,0.41,4,senior,27,A,35,1
12,9,0.85,8,junior,30,C,39,0
13,0,0.93,10,manager,5,A,10,0
1,20,0.38,10,lead,7,E,15,0
5,6,0.74,10,manager,4,E,19,0
12,25,0.92,1,manager,27,B,46,1
14,19,0.61,0,mid,13,D,7,1
6,19,0.41,3,mid,18,E,60,1
11,26,0.89,10,manager,1,B,41,1
9,25,0.52,1,lead,30,D,43,0
9,5,0.95,2,lead,9,C,57,1
10,20,0.34,5,lead,16,B,23,0
14,12,0.8,6,senior,8,D,52,1
3,26,0.63,4,mid,22,C,3,1
7,0,0.46,3,manager,9,A,47,0
11,13,0.79,7,junior,12,B,52,1
11,30,0.76,4,junior,7,C,24,1
3,21,0.9,8,junior,20,C,46,1
7,27,0.41,7,junior,16,D,47,0
6,15,0.38,3,lead,19,C,53,0
13,25,0.94,5,manager,2,E,20,1
1,26,0.87,3,manager,10,E,51,1
1,27,0.85,8,mid,4,E,39,0
5,4,0.76,2,lead,4,E,44,1
8,2,0.63,2,junior,16,D,25,0
1,22,0.51,2,junior,29,C,0,0
1,9,0.66,2,manager,27,A,56,1
15,24,0.76,3,lead,2,B,15,1
3,30,0.68,3,lead,18,D,2,0
9,16,0.74,2,junior,21,A,27,1
3,14,0.35,6,lead,6,B,52,1
11,4,0.6,5,senior,21,D,28,0
2,19,0.75,2,manager,10,E,21,1
15,3,0.77,1,junior,5,D,7,0
14,14,0.34,10,lead,22,E,31,0
9,27,0.57,5,junior,19,E,24,1
10,6,0.47,3,senior,16,D,14,0
13,7,0.37,10,senior,27,E,53,0
9,15,0.74,4,mid,21,E,31,1
13,6,0.54,9,mid,28,B,37,0
2,11,0.62,2,senior,27,D,58,1
9,0,0.83,0,junior,27,E,50,1
15,17,0.51,2,mid,3,D,22,1
6,7,0.48,6,manager,30,B,44,1
2,22,0.65,8,senior,12,C,16,0
11,8,0.41,4,junior,26,D,9,0
9,3,0.32,3,mid,7,C,3,0
9,15,0.43,8,manager,22,D,21,0
2,3,0.63,10,mid,5,B,48,1
3,1,0.81,0,lead,19,D,40,0
4,11,0.65,8,junior,20,A,58,1
12,15,0.41,7,junior,27,D,56,0
14,1,0.47,2,junior,24,D,15,0
6,3,0.43,4,manager,16,B,26,0
1,20,0.43,8,manager,6,E,44,0
1,14,0.87,6,junior,2,B,22,1
8,10,0.55,2,mid,27,E,10,1
1,22,0.45,5,manager,10,B,57,0
14,23,0.65,4,manager,27,E,9,1
13,30,0.52,10,junior,25,C,45,0
12,26,0.41,10,manager,6,B,37,0
7,6,0.71,5,junior,16,B,12,0
4,2,0.79,0,mid,23,E,54,1
6,30,0.48,6,manager,15,B,18,0
12,24,0.68,7,senior,29,A,8,1
9,0,0.35,5,lead,28,D,48,0
10,30,0.6,9,lead,26,C,39,0
1,6,0.39,10,lead,11,C,13,0
5,4,0.81,7,junior,28,C,37,0
1,7,0.54,4,senior,30,E,8,0
11,8,0.52,1,lead,24,B,24,0
11,10,0.41,1,lead,6,C,22,0
10,16,0.41,0,senior,13,D,20,0
15,2,0.37,8,lead,13,E,8,0
5,5,0.67,6,manager,23,B,29,0
8,8,0.71,6,senior,17,B,27,1
9,8,0.57,9,junior,4,A,2,0
7,17,0.45,9,mid,7,B,25,0
11,12,0.84,3,senior,20,B,15,1
5,27,0.71,5,senior,29,B,21,1
13,26,0.83,7,lead,14,C,47,1
13,0,0.89,9,junior,15,D,46,1
10,4,0.85,4,senior,14,A,7,0
10,30,0.73,7,lead,23,A,42,1
5,4,0.32,9,senior,7,B,19,0
12,21,0.36,9,lead,10,D,58,0
10,25,0.84,1,mid,26,D,59,1
11,19,0.32,9,lead,19,C,4,0
1,11,0.73,1,junior,6,C,21,1
12,20,0.91,4,senior,7,C,54,1
5,0,0.54,8,junior,25,E,51,0
15,24,0.71,3,mid,30,C,16,1
11,6,0.75,7,junior,14,B,6,0
3,0,0.85,1,mid,28,A,32,0
13,2,0.36,5,lead,6,C,32,0
4,7,0.78,5,manager,20,D,47,1
4,6,0.35,8,junior,4,A,20,1
5,25,0.76,4,mid,25,C,58,1
7,7,0.51,6,junior,29,C,56,0
15,1,0.48,6,manager,19,C,22,0
13,6,0.53,5,mid,27,C,50,0
1,0,0.85,4,mid,6,A,23,0
2,27,0.92,9,junior,20,C,25,0
10,5,0.39,3,lead,28,C,56,0
11,17,0.79,7,junior,9,B,7,0
11,15,0.57,8,senior,5,B,33,0
3,7,0.95,4,junior,9,B,56,1
3,23,0.87,0,manager,14,C,7,1
6,26,0.7,7,manager,10,D,43,1
4,9,0.63,10,mid,24,B,18,0
2,17,0.75,7,lead,6,C,23,0
15,28,0.58,4,mid,1,C,5,1
9,18,0.82,5,manager,30,A,29,1
13,4,0.35,9,lead,22,A,29,0
10,13,0.3,9,mid,16,A,38,1
2,6,0.76,10,mid,15,D,39,0
8,8,0.63,5,manager,21,E,57,1
13,10,0.84,4,junior,1,B,44,1
15,10,0.31,3,senior,11,D,10,0
15,4,0.65,6,junior,25,E,6,0
11,21,0.83,4,junior,5,D,48,1
9,15,0.74,8,mid,28,B,26,0
7,24,0.54,3,senior,19,D,3,1
6,2,0.67,2,mid,23,A,51,1
5,30,0.52,2,senior,29,E,17,0
4,29,0.83,1,manager,7,C,7,1
2,11,0.51,7,manager,21,B,50,0
10,19,0.77,9,junior,27,D,16,0
10,12,0.61,0,junior,10,D,8,1
13,10,0.74,3,lead,23,A,10,0
15,21,0.36,10,junior,9,D,59,0
6,11,0.33,8,senior,27,A,59,1
4,17,0.59,7,senior,6,A,45,1
3,30,0.52,0,senior,12,B,50,1
14,18,0.78,0,lead,9,C,57,1
11,8,0.83,8,junior,30,A,38,0
9,21,0.8,10,lead,3,E,18,0
1,25,0.43,3,senior,13,A,35,1
8,11,0.61,2,senior,9,E,55,1
11,4,0.71,8,lead,26,C,12,0
7,18,0.36,10,manager,2,C,45,0
7,6,0.8,3,manager,18,C,51,1
1,25,0.57,7,mid,9,D,40,0
9,19,0.88,1,mid,13,B,1,1
1,0,0.8,2,junior,14,D,45,1
1,30,0.78,4,junior,24,B,47,1
4,0,0.3,10,manager,3,C,9,0
12,16,0.78,9,manager,19,D,57,1
3,3,0.73,5,junior,26,B,6,1
14,28,0.51,4,senior,15,B,0,0
1,15,0.47,3,lead,12,C,7,1
7,10,0.72,7,junior,21,D,37,0
3,12,0.46,4,junior,5,C,42,0
8,28,0.58,3,junior,25,E,26,0
13,6,0.79,2,mid,22,A,46,1
7,9,0.47,4,mid,19,B,43,0
7,7,0.62,6,senior,18,D,9,0
13,1,0.92,8,senior,4,E,35,0
13,17,0.91,10,junior,24,E,1,0
4,17,0.39,9,lead,24,D,30,0
4,28,0.58,2,mid,14,E,17,1
2,25,0.57,6,junior,15,C,53,1
15,20,0.63,5,manager,18,E,47,1
13,21,0.58,10,senior,7,A,55,1
6,28,0.76,1,manager,29,C,45,1
14,30,0.58,7,senior,21,E,31,0
7,6,0.53,5,mid,15,D,43,0
3,28,0.37,5,manager,16,B,54,1
2,12,0.62,1,manager,21,A,42,1
5,10,0.73,6,manager,28,A,19,1
11,10,0.81,10,manager,25,A,30,0
3,30,0.68,6,mid,22,B,29,1
9,25,0.72,6,senior,10,E,48,1
13,12,0.64,1,manager,5,D,19,0
9,0,0.69,7,manager,3,D,14,0
9,20,0.88,2,mid,23,E,44,1
7,3,0.94,10,lead,3,A,35,0
8,30,0.84,5,mid,12,A,48,1
13,12,0.51,2,manager,26,E,11,0
8,7,0.76,10,junior,12,B,16,0
4,19,0.48,6,mid,6,D,25,1
6,1,0.71,8,junior,19,E,32,0
6,27,0.81,6,junior,20,C,38,1
3,29,0.33,7,manager,20,A,54,1
7,11,0.5,2,mid,19,D,60,0
6,6,0.69,7,junior,10,B,47,1
2,12,0.93,1,mid,27,D,6,1
6,1,0.72,7,mid,27,A,19,0
9,20,0.31,8,manager,25,D,0,0
9,24,0.8,7,junior,10,B,26,0
4,8,0.73,1,lead,3,D,23,1
6,15,0.88,4,junior,4,C,47,1
7,25,0.64,6,manager,30,A,43,1
4,15,0.65,1,manager,9,E,37,1
5,7,0.7,0,lead,14,C,46,1
2,22,0.52,1,lead,27,A,30,1
14,19,0.39,5,junior,9,D,57,1
5,23,0.34,0,senior,6,A,7,1
2,19,0.3,9,mid,28,B,11,0
11,14,0.58,1,junior,29,E,36,0
8,24,0.62,7,senior,29,D,5,0
4,11,0.47,1,junior,26,E,36,0
1,11,0.36,6,mid,9,D,25,1
12,27,0.43,9,junior,16,E,54,0
12,30,0.61,8,manager,19,E,0,0
3,27,0.47,3,manager,8,B,27,1
2,27,0.4,1,mid,25,D,48,1
8,19,0.79,0,senior,7,D,35,1
1,15,0.38,4,senior,13,C,47,0
15,10,0.91,8,senior,30,E,40,0
1,23,0.5,8,manager,1,C,7,0
13,4,0.38,7,lead,25,D,29,0
15,0,0.36,2,junior,7,E,53,0
3,4,0.93,8,manager,5,D,27,0
5,9,0.38,9,senior,12,A,22,1
4,29,0.41,10,lead,26,E,2,0
10,1,0.91,0,mid,1,C,12,0
5,5,0.85,8,manager,15,E,42,1
7,21,0.67,2,manager,18,B,15,0
9,9,0.92,3,mid,9,D,50,1
7,25,0.34,6,lead,21,D,28,1
9,23,0.75,9,lead,28,E,20,0
13,18,0.33,5,mid,14,E,55,0
9,21,0.4,4,manager,14,A,40,1
7,13,0.84,2,lead,24,C,44,1
11,5,0.41,4,manager,10,B,49,0
15,5,0.61,10,mid,14,C,29,0
12,15,0.8,3,manager,27,D,59,1
3,8,0.3,7,junior,20,D,11,0
11,24,0.62,9,senior,30,E,41,1
6,16,0.38,1,manager,19,A,58,1
9,10,0.51,1,manager,25,B,51,1
13,5,0.83,3,lead,14,D,32,0
13,10,0.91,10,mid,1,C,7,0
1,26,0.52,0,manager,25,C,19,1
13,22,0.47,2,senior,19,D,6,0
6,20,0.59,3,manager,11,C,5,0
15,18,0.62,5,senior,24,C,4,0
6,2,0.37,8,manager,20,D,47,0
1,2,0.59,7,lead,21,B,25,0
12,19,0.42,2,senior,21,D,35,1
13,21,0.77,2,senior,11,E,29,1
2,3,0.39,7,mid,16,D,26,0
10,14,0.66,2,lead,16,C,6,1
4,29,0.64,4,junior,15,C,52,1
1,21,0.64,2,manager,19,B,39,1
3,11,0.76,8,senior,19,B,32,0
12,13,0.44,7,manager,28,C,26,0
4,12,0.83,4,mid,27,E,23,1
2,26,0.53,5,lead,4,A,29,1
1,11,0.84,7,manager,9,D,19,0
5,25,0.55,0,junior,8,A,24,1
9,28,0.87,0,manager,19,B,27,1
13,29,0.9,9,junior,8,B,24,0
10,8,0.39,2,senior,16,D,15,0
10,8,0.38,8,lead,30,B,10,0
2,7,0.31,6,junior,22,E,18,0
12,24,0.6,7,mid,15,D,1,0
5,13,0.44,0,lead,15,E,59,1
13,7,0.74,0,senior,20,C,14,0
7,14,0.83,5,mid,10,A,1,1
10,8,0.69,4,lead,3,C,31,0
15,5,0.83,3,mid,4,E,45,1
15,28,0.52,2,mid,12,A,32,1
1,5,0.8,7,junior,4,A,8,1
7,27,0.92,8,mid,22,B,48,1
11,5,0.3,7,senior,26,A,25,0
15,26,0.62,3,senior,23,D,2,1
13,14,0.34,1,mid,4,B,54,1
12,13,0.35,6,manager,6,C,12,1
5,7,0.39,2,junior,4,A,47,1
15,3,0.8,8,junior,24,C,54,1
8,2,0.77,2,senior,20,B,8,0
1,17,0.35,7,manager,15,A,12,1
12,1,0.65,9,junior,11,D,7,0
8,3,0.89,9,mid,16,D,4,0
14,30,0.38,4,junior,30,E,3,1
8,22,0.73,3,manager,8,A,11,1
6,20,0.81,0,junior,9,A,19,1
10,17,0.68,9,lead,12,A,52,1
10,2,0.52,4,lead,25,A,59,0
7,7,0.85,2,senior,23,D,45,1
9,9,0.47,6,manager,22,B,13,0
7,24,0.48,9,mid,13,A,22,1
8,21,0.48,1,mid,26,A,43,1
5,10,0.55,9,manager,9,B,1,0
2,8,0.46,3,junior,10,E,25,0
14,22,0.41,0,senior,14,D,54,0
9,3,0.94,2,manager,24,B,35,0
12,25,0.51,10,junior,21,E,29,0
14,11,0.87,6,lead,15,A,34,0
2,29,0.84,9,manager,6,D,57,1
2,14,0.67,9,junior,8,C,17,0
1,7,0.52,1,junior,30,B,33,0
1,20,0.76,1,junior,4,A,22,1
10,25,0.53,2,senior,29,B,41,1
12,21,0.72,8,manager,5,A,25,1
8,20,0.89,3,manager,4,D,55,1
2,4,0.51,9,lead,30,B,54,0
9,23,0.69,2,junior,23,B,32,1
9,20,0.43,8,mid,29,C,23,0
13,10,0.67,6,manager,7,E,31,0
10,27,0.88,3,senior,26,C,53,1
4,16,0.51,8,manager,28,A,38,1
13,8,0.72,1,junior,24,A,42,1
14,4,0.65,6,senior,9,A,55,1
9,5,0.37,0,lead,7,E,10,0
8,18,0.42,1,manager,13,E,12,0
13,27,0.41,4,manager,15,B,24,0
13,1,0.46,6,lead,22,A,59,0
15,15,0.59,6,mid,5,E,8,0
3,19,0.8,0,senior,13,C,11,1
11,14,0.46,5,senior,14,C,10,0
11,4,0.46,7,manager,11,B,42,0
11,30,0.51,0,manager,9,B,23,1
3,7,0.82,8,junior,22,C,41,1
6,5,0.39,10,mid,13,E,37,0
5,3,0.58,7,junior,14,D,32,0
11,8,0.45,4,lead,15,E,0,0
1,30,0.41,10,manager,22,A,18,1
3,1,0.95,8,senior,1,E,13,0
1,6,0.38,1,senior,24,B,0,0
1,21,0.68,9,lead,13,B,33,0
2,6,0.42,0,senior,27,C,6,0
6,4,0.53,1,manager,25,B,23,0
7,2,0.66,4,junior,16,A,56,1
13,14,0.78,5,mid,22,C,34,1
5,12,0.79,5,junior,22,A,37,1
10,20,0.77,1,junior,15,A,49,1
7,18,0.47,2,senior,10,B,35,0
7,5,0.42,5,mid,22,C,24,0
7,5,0.88,10,senior,6,A,47,1
7,25,0.31,10,mid,24,B,31,0
4,5,0.37,0,manager,2,A,9,1
13,5,0.94,2,manager,5,C,48,1
1,22,0.38,5,senior,9,E,31,1
2,11,0.57,1,mid,15,A,17,1
6,0,0.76,0,lead,9,B,43,1
12,19,0.49,3,junior,5,E,59,0
1,8,0.31,4,senior,23,B,43,0
15,25,0.75,9,senior,11,B,52,1
13,11,0.57,4,senior,14,D,3,0
12,0,0.46,1,lead,17,A,44,0
2,24,0.36,3,manager,3,B,36,0
3,22,0.65,4,lead,15,B,57,1
6,13,0.88,10,manager,17,C,0,0
7,9,0.61,5,manager,14,E,56,1
15,24,0.3,8,senior,2,E,27,0
4,13,0.63,10,manager,5,D,0,0
3,29,0.95,10,manager,21,C,0,0
8,9,0.39,3,junior,13,D,52,0
7,4,0.92,4,manager,12,D,43,1
9,9,0.35,0,manager,25,A,32,1
4,27,0.66,4,lead,3,C,45,1
9,15,0.52,5,mid,22,B,36,0
9,1,0.57,4,lead,26,E,21,0
1,21,0.87,3,lead,25,E,20,1
14,6,0.66,1,senior,15,A,54,1
7,12,0.36,7,manager,10,A,53,1
9,8,0.67,1,senior,14,A,1,0
8,30,0.68,1,manager,30,A,25,1
2,0,0.58,10,mid,10,C,46,0
12,11,0.9,5,lead,17,E,51,1
4,19,0.6,9,junior,13,D,50,0
7,26,0.53,2,mid,22,C,14,0
12,27,0.79,2,junior,27,E,12,1
14,3,0.66,1,junior,14,E,5,0
1,27,0.83,4,lead,20,D,47,1
8,20,0.83,8,manager,12,C,35,0
9,17,0.4,8,junior,7,E,30,0
14,22,0.52,10,junior,2,C,50,0
5,13,0.93,3,junior,17,A,1,1
8,12,0.65,7,lead,17,B,23,0
5,18,0.59,5,manager,25,C,6,1
6,5,0.62,4,lead,24,C,55,1
5,18,0.83,1,senior,26,A,11,1
6,1,0.8,9,mid,2,C,25,0
12,1,0.41,10,senior,19,D,6,0
15,20,0.56,6,senior,17,D,32,0
2,6,0.58,8,lead,2,B,34,0
3,12,0.55,4,mid,8,B,29,0
7,0,0.83,10,senior,2,A,12,0
12,21,0.77,0,mid,26,A,7,1
6,28,0.62,8,manager,4,B,57,1
13,6,0.44,10,junior,6,E,1,0
8,16,0.48,1,manager,14,E,40,0
7,2,0.5,6,mid,4,E,31,0
